"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CBMG","Cellular Biomedicine Group, Inc.","38.99","448968329.39","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbmg",
"CVM","Cel-Sci Corporation","0.5933","54351201.4235","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cvm",
"CLSN","Celsion Corporation","2.45","56362705.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CLTX","Celsus Therapeutics Plc","0.65","2539726.8","3907272","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cltx",
"CYAD","Celyad SA","52.72","59046400","1120000","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyad",
"CEMP","Cempra, Inc.","33.89","1477219212.94","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp",
"CNC","Centene Corporation","80.36","9555980952.56","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cnc",
"CERU","Cerulean Pharma Inc.","4.78","130417644.28","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ceru",
"CERS","Cerus Corporation","5.41","515957164.1","n/a","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"CRL","Charles River Laboratories International, Inc.","71.69","3395219330.46","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/crl",
"CHEK","Check-Cap Ltd.","2.72","29347910.56","n/a","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","1.57","0","n/a","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chekw",
"CEMI","Chembio Diagnostics, Inc.","4.94","47563545.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHE","Chemed Corp.","132.8","2267855745.6","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/che",
"CCXI","ChemoCentryx, Inc.","8.28","361784779.92","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CMRX","Chimerix, Inc.","46.27","2120700637.09","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CBPO","China Biologic Products, Inc.","116.11","2979707824.11","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"NPD","China Nepstar Chain Drugstore Ltd","2.67","263529000","n/a","2007","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/npd",
"CPHI","China Pharma Holdings, Inc.","0.35","15252844.95","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cphi",
"CDTX","Cidara Therapeutics, Inc.","13.85","187126602.1","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cdtx",
"CI","Cigna Corporation","168.06","43253109448.08","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ci",
"CPHR","Cipher Pharmaceuticals Inc.","8.71","225545484.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cphr",
"CIVI","Civitas Solutions, Inc.","21.57","797011500","n/a","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/civi",
"CBLI","Cleveland BioLabs, Inc.","5.31","21252021.84","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","86.02","2930251085.3","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CGNT","Cogentix Medical, Inc.","1.71","44032500","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"CHRS","Coherus BioSciences, Inc.","28.31","1071288533.57","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COLL","Collegium Pharmaceutical, Inc.","18.53","382933512.41","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CLCD","CoLucid Pharmaceuticals, Inc.","8.63","130771555.05","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clcd",
"CYH","Community Health Systems, Inc.","64.04","7558904660.56","n/a","2000","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyh",
"CYHHZ","Community Health Systems, Inc.","0.016","0","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CGEN","Compugen Ltd.","7.22","362837432.24","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CNAT","Conatus Pharmaceuticals Inc.","5.43","107174120.01","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","15.35","333426022.75","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CCM","Concord Medical Services Holdings Limited","7.43","333944567.19","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/ccm",
"CNMD","CONMED Corporation","59.11","1631327651.37","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CFRX","ContraFect Corporation","5.65","114812113.2","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CFRXW","ContraFect Corporation","1.85","0","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxw",
"CFRXZ","ContraFect Corporation","0.82","0","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxz",
"CTRV","ContraVir Pharmaceuticals Inc","4.85","108025975.45","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"COO","Cooper Companies, Inc. (The)","178.88","8691738236.48","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coo",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","3.25","84673238","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","5.96","642217183.56","n/a","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"CVRS","Corindus Vascular Robotics, Inc.","4.13","437297438.41","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cvrs",
"CORI","Corium International, Inc.","13.68","247347861.12","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CRMD","CorMedix Inc","4.86","150915674.88","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crmd",
"CRY","CryoLife, Inc.","11.36","321857949.76","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cry",
"CTIC","CTI BioPharma Corp.","2.07","373101784.56","n/a","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic",
"CPIX","Cumberland Pharmaceuticals Inc.","7.21","121352620.34","n/a","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpix",
"CRIS","Curis, Inc.","3.15","404270039.25","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","15.63","226337060.94","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr",
"CVS","CVS Health Corporation","105.84","119422529120.16","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"CYBX","Cyberonics, Inc.","61.5","1599760386","n/a","1993","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cybx",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.74","25447478.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","6.3","2112219.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp",
"CBAY","Cymabay Therapeutics Inc.","2.92","44556288.76","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbay",
"CYNA","Cynapsus Therapeutics Inc.","17.69","213860283.08","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyna",
"CYNO","Cynosure, Inc.","39.22","869143595.28","n/a","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cyno",
"CYTK","Cytokinetics, Incorporated","6.6","255533117.4","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk",
"CYTX","Cytori Therapeutics Inc","0.59","74200533.44","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx",
"CTSO","Cytosorbents Corporation","6.65","164685547.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ctso",
"CYTR","CytRx Corporation","3.76","209517393.36","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DARA","DARA Biosciences, Inc.","0.8987","17754353.2265","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dara",
"DVA","DaVita healthCare Partners Inc.","81.08","17432200000","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dva",
"DXR","Daxor Corporation","7","27339816","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxr",
"DBVT","DBV Technologies S.A.","29.38","275704916.76","9384102","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dbvt",
"DHRM","Dehaier Medical Systems Limited","2.67","15607952.25","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dhrm",
"DCTH","Delcath Systems, Inc.","1.01","12291403.06","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth",
"XRAY","DENTSPLY International Inc.","52.33","7316520362.91","n/a","1987","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray",
"DEPO","Depomed, Inc.","21.35","1280217543.85","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/depo",
"DSCI","Derma Sciences, Inc.","7.09","182410562.85","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dsci",
"DERM","Dermira, Inc.","17","419405487","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/derm",
"DXCM","DexCom, Inc.","79.6","6312071368.4","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm",
"DRNA","Dicerna Pharmaceuticals, Inc.","13.29","236917853.04","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drna",
"DRAD","Digirad Corporation","4.4","84671158","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DPRX","Dipexium Pharmaceuticals, Inc.","12.78","109474080.66","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dprx",
"DPLO","Diplomat Pharmacy, Inc.","44.49","2776861146","n/a","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/dplo",
"DSCO","Discovery Laboratories, Inc.","0.68","58308980","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DVCR","Diversicare Healthcare Services Inc.","13","81038594","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","54.89","9352222640.86","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdy",
"DRRX","Durect Corporation","2.5","298921375","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DYAX","Dyax Corp.","26.02","3790433134.66","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/dyax",
"DVAX","Dynavax Technologies Corporation","22.35","654927391.65","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"EGRX","Eagle Pharmaceuticals, Inc.","82.37","1279942734.91","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/egrx",
"ECTE","Echo Therapeutics, Inc.","1.77","19697046.75","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"EDAP","EDAP TMS S.A.","3.37","85357388.74","25328602","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EW","Edwards Lifesciences Corporation","146.08","15712034513.12","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ew",
"EGLT","Egalet Corporation","15.07","261067601.41","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eglt",
"ELMD","Electromed, Inc.","1.8021","14658023.6997","n/a","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"EBIO","Eleven Biotherapeutics, Inc.","2.76","53465094.36","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebio",
"LLY","Eli Lilly and Company","85.85","95271276869","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lly",
"EBS","Emergent Biosolutions, Inc.","33.59","1288398194","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebs",
"ENTA","Enanta Pharmaceuticals, Inc.","43.96","821701462.96","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/enta",
"ENDP","Endo International plc","80.81","16677530465.78","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/endp",
"GI","EndoChoice Holdings, Inc.","15.86","388741081.82","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gi",
"ECYT","Endocyte, Inc.","5.28","221388530.88","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","15.8","1065210040.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"ENTL","Entellus Medical, Inc.","26.26","491433447.7","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/entl",
"ETRM","EnteroMedics Inc.","1.06","78868640.68","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EVHC","Envision Healthcare Holdings, Inc.","40.11","7445925900.84","n/a","2013","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/evhc",
"ENZ","Enzo Biochem, Inc.","2.89","133110510","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"ENZN","Enzon Pharmaceuticals, Inc.","1.2","53018888.4","n/a","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"EPRS","EPIRUS Biopharmaceuticals, Inc.","6.05","142264848.55","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eprs",
"EPZM","Epizyme, Inc.","22.45","925044841.5","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"ERB","ERBA Diagnostics, Inc.","2.9","127849426.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/erb",
"ESMC","Escalon Medical Corp.","1.42","10687530.6","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESPR","Esperion Therapeutics, Inc.","82.83","1860327674.04","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"EVOK","Evoke Pharma, Inc.","5.28","33099316.8","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EXAS","EXACT Sciences Corporation","30.03","2670028621.26","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","21.8","304929505.6","n/a","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAM","ExamWorks Group, Inc.","40.11","1658107290","n/a","2010","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/exam",
"EXEL","Exelixis, Inc.","3.77","739020278.23","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"ESRX","Express Scripts Holding Company","90.85","66256087350","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"FATE","Fate Therapeutics, Inc.","6.3","173775073.5","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FCSC","Fibrocell Science Inc","5.31","217115625.15","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","24.39","1445552593.11","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fgen",
"FPRX","Five Prime Therapeutics, Inc.","24.57","630481384.26","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FVE","Five Star Quality Care, Inc.","5.06","247920341.9","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fve",
"FLML","Flamel Technologies S.A.","21.23","833497485.26","39260362","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLKS","Flex Pharma, Inc.","19.48","349370507.88","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","21.6","463566650.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"FONR","Fonar Corporation","10.84","69739129.16","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FBIO","Fortress Biotech, Inc.","3.51","164334809.34","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fbio",
"FWP","Forward Pharma A/S","38.82","434783223.6","11199980","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FMI","Foundation Medicine, Inc.","33.99","1164709905.48","n/a","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/fmi",
"FMS","Fresenius Medical Care Corporation","43.01","12601349365","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"GLPG","Galapagos NV","53.28","201185280","3776000","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","2.56","60748505.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALTU","Galectin Therapeutics Inc.","7.0712","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtu",
"GALTW","Galectin Therapeutics Inc.","0.8","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtw",
"GALE","Galena Biopharma, Inc.","1.76","284619100.48","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gale",
"GLMD","Galmed Pharmaceuticals Ltd.","10.45","115999733.85","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glmd",
"GEN           ","Genesis Healthcare, Inc.","6.73","1033409321.04","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/gen           ",
"GENE","Genetic Technologies Ltd","3.22","28155007.02","8743791","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNMK","GenMark Diagnostics, Inc.","9.49","399898398.25","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","12.22","295107464.34","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnca",
"GHDX","Genomic Health, Inc.","27.88","899510952.32","n/a","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GNVC","GenVec, Inc.","1.9","32812927.8","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gnvc",
"GERN","Geron Corporation","4.06","641835302.78","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gern",
"GILD","Gilead Sciences, Inc.","119.5","175617914610","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GSK","GlaxoSmithKline PLC","42.89","103579350000","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gsk",
"GBIM","GlobeImmune, Inc.","2.74","15759312.76","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gbim",
"GMED","Globus Medical, Inc.","26.16","2482809185.28","n/a","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gmed",
"GLYC","GlycoMimetics, Inc.","8","152057064","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/glyc",
"GBSN","Great Basin Scientific, Inc.","3.1","19980175.8","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gbsn",
"GBSNU","Great Basin Scientific, Inc.","18","0","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gbsnu",
"GRFS","Grifols, S.A.","30.78","2501337377.16","81265022","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/grfs",
"GTXI","GTx, Inc.","1.55","217579873.6","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gtxi",
"GWPH","GW Pharmaceuticals Plc","124.2","1481098662","11925110","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gwph",
"HAE","Haemonetics Corporation","42","2143177974","n/a","1991","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hae",
"HALO","Halozyme Therapeutics, Inc.","21.14","2690282107.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo",
"HYH","Halyard Health, Inc.","41.08","1911696867.08","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hyh",
"HGR","Hanger, Inc.","24.52","865333995.92","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hgr",
"HNSN","Hansen Medical, Inc.","0.9","119834182.8","n/a","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"HART          ","Harvard Apparatus Regenerative Technology, Inc.","1.52","15395154.32","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hart          ",
"HCA","HCA Holdings, Inc.","91.84","38051194720","n/a","2011","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca",
"HNT","Health Net Inc.","63.77","4919060415.64","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hnt",
"HCSG","Healthcare Services Group, Inc.","33.58","2400466300","n/a","1983","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hcsg",
"HLS","HealthSouth Corporation","46.89","4290183857.16","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HWAY","Healthways, Inc.","12.35","440684136.1","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hway",
"HTWR","Heartware International, Inc.","75.6","1303755717.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/htwr",
"HTBX","Heat Biologics, Inc.","6.53","54881097.68","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/htbx",
"HEB","Hemispherx BioPharma, Inc.","0.217","50465266.544","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/heb",
"HSIC","Henry Schein, Inc.","145.45","12162399694.95","n/a","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HLF","Herbalife LTD.","53.75","4967220411.25","n/a","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HRTX","Heron Therapeutics, Inc.  ","30.27","896976773.91","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","29.19","189778960.14","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HRC","Hill-Rom Holdings Inc","55.95","3170139868.5","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HSGX","Histogenics Corporation","6.95","91879083.4","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx",
"HOLX","Hologic, Inc.","38.25","10747101964.5","n/a","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HH","Hooper Holmes, Inc.","0.235","18190943.45","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hh",
"HZNP","Horizon Pharma plc","32.75","5059841333","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HSP","Hospira Inc","88.81","15344489668.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hsp",
"HUM","Humana Inc.","195.5","29282238676","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"IBIO","iBio, Inc.","0.9736","74729067.176","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ibio",
"ICAD","icad inc.","3.55","55625798.45","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"ICLR","ICON plc","68.14","4127957995.6","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICUI","ICU Medical, Inc.","95.8","1511526843.6","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IDRA","Idera Pharmaceuticals, Inc.","3.56","419636132.08","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","63.69","5960827858.92","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"IG","IGI Laboratories, Inc.","6.2","327734808.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ig",
